cd,yr,qtr,index_nsa,index_sa,note
DV_PAC,1991,1,100,100,
DV_PAC,1991,2,101.18,100.35,
DV_PAC,1991,3,101.81,100.76,
DV_PAC,1991,4,101.61,100.98,
DV_PAC,1992,1,100.91,100.91,
DV_PAC,1992,2,100.49,99.66,
DV_PAC,1992,3,100.83,99.79,
DV_PAC,1992,4,99.83,99.23,
DV_PAC,1993,1,98.25,98.24,
DV_PAC,1993,2,98.75,97.92,
DV_PAC,1993,3,98.3,97.26,
DV_PAC,1993,4,97.76,97.21,
DV_PAC,1994,1,96.87,96.85,
DV_PAC,1994,2,98.27,97.43,
DV_PAC,1994,3,98.54,97.5,
DV_PAC,1994,4,98.16,97.66,
DV_PAC,1995,1,97.76,97.72,
DV_PAC,1995,2,98.54,97.67,
DV_PAC,1995,3,98.85,97.8,
DV_PAC,1995,4,98.22,97.78,
DV_PAC,1996,1,97.81,97.75,
DV_PAC,1996,2,98.9,97.98,
DV_PAC,1996,3,99.37,98.31,
DV_PAC,1996,4,99.14,98.74,
DV_PAC,1997,1,99.61,99.53,
DV_PAC,1997,2,101.2,100.23,
DV_PAC,1997,3,102.58,101.5,
DV_PAC,1997,4,103.35,102.97,
DV_PAC,1998,1,104.95,104.85,
DV_PAC,1998,2,108.18,107.12,
DV_PAC,1998,3,110.26,109.11,
DV_PAC,1998,4,111.7,111.3,
DV_PAC,1999,1,113.39,113.29,
DV_PAC,1999,2,117.32,116.15,
DV_PAC,1999,3,119.17,117.93,
DV_PAC,1999,4,121.35,120.9,
DV_PAC,2000,1,124.56,124.47,
DV_PAC,2000,2,129.24,127.96,
DV_PAC,2000,3,132.48,131.05,
DV_PAC,2000,4,135.6,135.08,
DV_PAC,2001,1,138.49,138.47,
DV_PAC,2001,2,141.99,140.6,
DV_PAC,2001,3,145.05,143.41,
DV_PAC,2001,4,146.45,145.84,
DV_PAC,2002,1,149.87,149.93,
DV_PAC,2002,2,156.76,155.29,
DV_PAC,2002,3,162.55,160.58,
DV_PAC,2002,4,166.56,165.86,
DV_PAC,2003,1,170.44,170.62,
DV_PAC,2003,2,177.87,176.23,
DV_PAC,2003,3,185.58,183.22,
DV_PAC,2003,4,192.83,191.97,
DV_PAC,2004,1,201.08,201.39,
DV_PAC,2004,2,214.87,212.95,
DV_PAC,2004,3,227.02,224.01,
DV_PAC,2004,4,235.59,234.46,
DV_PAC,2005,1,245.62,246.18,
DV_PAC,2005,2,259.71,257.45,
DV_PAC,2005,3,272.26,268.5,
DV_PAC,2005,4,278.8,277.33,
DV_PAC,2006,1,283.21,284.08,
DV_PAC,2006,2,288.38,286.02,
DV_PAC,2006,3,288.97,284.74,
DV_PAC,2006,4,285.47,283.75,
DV_PAC,2007,1,280.51,281.71,
DV_PAC,2007,2,274.9,272.7,
DV_PAC,2007,3,264.74,260.71,
DV_PAC,2007,4,246.67,244.99,
DV_PAC,2008,1,227.08,228.32,
DV_PAC,2008,2,215.61,213.89,
DV_PAC,2008,3,204.05,200.82,
DV_PAC,2008,4,189.92,188.51,
DV_PAC,2009,1,178.13,179.34,
DV_PAC,2009,2,176.05,174.53,
DV_PAC,2009,3,178.41,175.52,
DV_PAC,2009,4,178.62,177.3,
DV_PAC,2010,1,175.47,176.78,
DV_PAC,2010,2,177.97,176.29,
DV_PAC,2010,3,174.39,171.54,
DV_PAC,2010,4,170.27,169.12,
DV_PAC,2011,1,165.8,167.1,
DV_PAC,2011,2,166.18,164.39,
DV_PAC,2011,3,166.39,163.72,
DV_PAC,2011,4,164.44,163.53,
DV_PAC,2012,1,163.53,164.72,
DV_PAC,2012,2,170.99,168.95,
DV_PAC,2012,3,176.47,173.72,
DV_PAC,2012,4,180.85,180.06,
DV_PAC,2013,1,186.72,187.93,
DV_PAC,2013,2,198.73,196.15,
DV_PAC,2013,3,207.17,204.11,
DV_PAC,2013,4,210.46,209.75,
DV_PAC,2014,1,213.5,214.64,
DV_PAC,2014,2,221.69,218.7,
DV_PAC,2014,3,225.9,222.74,
DV_PAC,2014,4,227.34,226.69,
DV_PAC,2015,1,230.52,231.47,
DV_PAC,2015,2,239.49,236.23,
DV_PAC,2015,3,243.27,240.08,
DV_PAC,2015,4,245.55,244.91,
DV_PAC,2016,1,249.72,250.41,
DV_PAC,2016,2,258.24,254.79,
DV_PAC,2016,3,263.12,259.85,
DV_PAC,2016,4,266.57,265.85,
DV_PAC,2017,1,271.11,271.58,
DV_PAC,2017,2,280.69,277.04,
DV_PAC,2017,3,286.18,282.74,
DV_PAC,2017,4,290.59,289.78,
DV_PAC,2018,1,295.76,296.06,
DV_PAC,2018,2,304.75,300.88,
DV_PAC,2018,3,309.66,306,
DV_PAC,2018,4,310.66,309.75,
DV_PAC,2019,1,313.91,314.12,
DV_SA,1991,1,100,100,
DV_SA,1991,2,100.26,99.85,
DV_SA,1991,3,100.47,99.84,
DV_SA,1991,4,101.32,100.67,
DV_SA,1992,1,101.74,101.74,
DV_SA,1992,2,101.9,101.48,
DV_SA,1992,3,102.77,102.11,
DV_SA,1992,4,103.67,103.02,
DV_SA,1993,1,102.88,102.9,
DV_SA,1993,2,104.39,103.95,
DV_SA,1993,3,105.26,104.55,
DV_SA,1993,4,105.79,105.17,
DV_SA,1994,1,106.17,106.21,
DV_SA,1994,2,107.4,106.9,
DV_SA,1994,3,108.93,108.17,
DV_SA,1994,4,109.32,108.73,
DV_SA,1995,1,109.31,109.35,
DV_SA,1995,2,110.71,110.16,
DV_SA,1995,3,112.05,111.25,
DV_SA,1995,4,112.39,111.83,
DV_SA,1996,1,112.88,112.91,
DV_SA,1996,2,114.29,113.66,
DV_SA,1996,3,115.16,114.34,
DV_SA,1996,4,115.57,115.05,
DV_SA,1997,1,115.57,115.59,
DV_SA,1997,2,117.38,116.69,
DV_SA,1997,3,118.15,117.33,
DV_SA,1997,4,119.22,118.72,
DV_SA,1998,1,120.01,120.01,
DV_SA,1998,2,121.66,120.9,
DV_SA,1998,3,123.08,122.23,
DV_SA,1998,4,124.16,123.68,
DV_SA,1999,1,125.44,125.43,
DV_SA,1999,2,128.15,127.34,
DV_SA,1999,3,129.65,128.73,
DV_SA,1999,4,130.92,130.43,
DV_SA,2000,1,132.56,132.57,
DV_SA,2000,2,135.49,134.62,
DV_SA,2000,3,137.3,136.29,
DV_SA,2000,4,138.69,138.17,
DV_SA,2001,1,140.72,140.76,
DV_SA,2001,2,143.74,142.83,
DV_SA,2001,3,146.3,145.17,
DV_SA,2001,4,147.94,147.39,
DV_SA,2002,1,149.7,149.78,
DV_SA,2002,2,153.57,152.63,
DV_SA,2002,3,156.94,155.64,
DV_SA,2002,4,159.34,158.75,
DV_SA,2003,1,161.59,161.69,
DV_SA,2003,2,165.53,164.55,
DV_SA,2003,3,169.71,168.25,
DV_SA,2003,4,173.01,172.37,
DV_SA,2004,1,175.81,175.93,
DV_SA,2004,2,182.49,181.43,
DV_SA,2004,3,189.21,187.53,
DV_SA,2004,4,194.42,193.68,
DV_SA,2005,1,201.27,201.48,
DV_SA,2005,2,210.47,209.22,
DV_SA,2005,3,219.05,217.03,
DV_SA,2005,4,224.4,223.5,
DV_SA,2006,1,228.73,229.12,
DV_SA,2006,2,233.33,231.91,
DV_SA,2006,3,235.01,232.73,
DV_SA,2006,4,235.01,234,
DV_SA,2007,1,233.56,234.29,
DV_SA,2007,2,231.84,230.31,
DV_SA,2007,3,227.06,224.75,
DV_SA,2007,4,219.39,218.33,
DV_SA,2008,1,210.86,211.9,
DV_SA,2008,2,205.63,204.12,
DV_SA,2008,3,198.18,196.02,
DV_SA,2008,4,188.21,187.23,
DV_SA,2009,1,178.88,180.1,
DV_SA,2009,2,177.3,175.78,
DV_SA,2009,3,176.88,174.82,
DV_SA,2009,4,175.04,174.09,
DV_SA,2010,1,169.57,170.97,
DV_SA,2010,2,171.47,169.84,
DV_SA,2010,3,166.08,164.07,
DV_SA,2010,4,163.35,162.53,
DV_SA,2011,1,157.6,159.04,
DV_SA,2011,2,159.42,157.72,
DV_SA,2011,3,159.61,157.63,
DV_SA,2011,4,157.79,157.08,
DV_SA,2012,1,156.97,158.44,
DV_SA,2012,2,162.14,160.26,
DV_SA,2012,3,163.82,161.74,
DV_SA,2012,4,165.67,165.08,
DV_SA,2013,1,167.37,168.86,
DV_SA,2013,2,174.63,172.49,
DV_SA,2013,3,178.14,175.89,
DV_SA,2013,4,178.43,177.95,
DV_SA,2014,1,178.4,179.84,
DV_SA,2014,2,184.16,181.85,
DV_SA,2014,3,187.2,184.88,
DV_SA,2014,4,187.77,187.38,
DV_SA,2015,1,189.16,190.48,
DV_SA,2015,2,196.17,193.72,
DV_SA,2015,3,198.42,196.09,
DV_SA,2015,4,199.37,199.01,
DV_SA,2016,1,200.95,202.13,
DV_SA,2016,2,208.17,205.6,
DV_SA,2016,3,211.16,208.82,
DV_SA,2016,4,212.2,211.81,
DV_SA,2017,1,214.4,215.41,
DV_SA,2017,2,221.76,219.09,
DV_SA,2017,3,225.23,222.87,
DV_SA,2017,4,227.58,227.14,
DV_SA,2018,1,230.95,231.82,
DV_SA,2018,2,237.22,234.44,
DV_SA,2018,3,240.59,238.16,
DV_SA,2018,4,242.47,241.96,
DV_SA,2019,1,244.37,245.15,
DV_WNC,1991,1,100,100,
DV_WNC,1991,2,100.52,99.85,
DV_WNC,1991,3,101.05,100.21,
DV_WNC,1991,4,101.67,101.21,
DV_WNC,1992,1,102.57,102.59,
DV_WNC,1992,2,104.09,103.39,
DV_WNC,1992,3,105.21,104.3,
DV_WNC,1992,4,105.81,105.35,
DV_WNC,1993,1,106.2,106.25,
DV_WNC,1993,2,108.76,108.01,
DV_WNC,1993,3,110.76,109.75,
DV_WNC,1993,4,111.93,111.46,
DV_WNC,1994,1,113.18,113.25,
DV_WNC,1994,2,115.48,114.67,
DV_WNC,1994,3,117.47,116.35,
DV_WNC,1994,4,117.7,117.25,
DV_WNC,1995,1,118.3,118.36,
DV_WNC,1995,2,121.05,120.2,
DV_WNC,1995,3,123.33,122.13,
DV_WNC,1995,4,123.96,123.53,
DV_WNC,1996,1,124.79,124.83,
DV_WNC,1996,2,126.94,126.02,
DV_WNC,1996,3,128.75,127.47,
DV_WNC,1996,4,129.27,128.86,
DV_WNC,1997,1,130.24,130.25,
DV_WNC,1997,2,132.25,131.25,
DV_WNC,1997,3,134.09,132.75,
DV_WNC,1997,4,134.93,134.57,
DV_WNC,1998,1,136.57,136.59,
DV_WNC,1998,2,139.28,138.15,
DV_WNC,1998,3,141.16,139.73,
DV_WNC,1998,4,142.96,142.63,
DV_WNC,1999,1,144.63,144.67,
DV_WNC,1999,2,148.36,147.06,
DV_WNC,1999,3,151.06,149.52,
DV_WNC,1999,4,151.62,151.31,
DV_WNC,2000,1,154.16,154.25,
DV_WNC,2000,2,158.57,157.1,
DV_WNC,2000,3,160.99,159.32,
DV_WNC,2000,4,161.73,161.4,
DV_WNC,2001,1,163.81,163.96,
DV_WNC,2001,2,168.2,166.61,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DV_WNC,2001,3,170.51,168.73,
DV_WNC,2001,4,171.51,171.12,
DV_WNC,2002,1,172.74,172.95,
DV_WNC,2002,2,176.7,175.03,
DV_WNC,2002,3,179.12,177.23,
DV_WNC,2002,4,180.56,180.1,
DV_WNC,2003,1,182.15,182.45,
DV_WNC,2003,2,186.18,184.42,
DV_WNC,2003,3,188.94,186.9,
DV_WNC,2003,4,189.58,189.06,
DV_WNC,2004,1,191.02,191.41,
DV_WNC,2004,2,196.31,194.47,
DV_WNC,2004,3,198.65,196.36,
DV_WNC,2004,4,200.19,199.69,
DV_WNC,2005,1,201.61,202.15,
DV_WNC,2005,2,206.56,204.59,
DV_WNC,2005,3,209.38,206.75,
DV_WNC,2005,4,209.97,209.5,
DV_WNC,2006,1,210.91,211.73,
DV_WNC,2006,2,214.47,212.35,
DV_WNC,2006,3,215.39,212.44,
DV_WNC,2006,4,213.63,213.13,
DV_WNC,2007,1,213.32,214.55,
DV_WNC,2007,2,215.5,213.19,
DV_WNC,2007,3,214.73,211.62,
DV_WNC,2007,4,208.63,207.99,
DV_WNC,2008,1,204.32,205.95,
DV_WNC,2008,2,205.95,203.59,
DV_WNC,2008,3,204.98,201.83,
DV_WNC,2008,4,197.27,196.52,
DV_WNC,2009,1,193.7,195.66,
DV_WNC,2009,2,197.37,194.92,
DV_WNC,2009,3,198.06,194.86,
DV_WNC,2009,4,197.45,196.6,
DV_WNC,2010,1,192.03,194.27,
DV_WNC,2010,2,197.06,194.49,
DV_WNC,2010,3,191.54,188.32,
DV_WNC,2010,4,188.71,187.92,
DV_WNC,2011,1,182.7,184.99,
DV_WNC,2011,2,186.1,183.55,
DV_WNC,2011,3,188.71,185.47,
DV_WNC,2011,4,185.96,185.32,
DV_WNC,2012,1,184.49,186.73,
DV_WNC,2012,2,190.96,188.27,
DV_WNC,2012,3,193.57,190.16,
DV_WNC,2012,4,192.51,192.06,
DV_WNC,2013,1,191.98,194.1,
DV_WNC,2013,2,199.99,197.13,
DV_WNC,2013,3,203.38,199.77,
DV_WNC,2013,4,200.68,200.44,
DV_WNC,2014,1,200.72,202.65,
DV_WNC,2014,2,208.15,205.14,
DV_WNC,2014,3,210.78,207.11,
DV_WNC,2014,4,210,209.88,
DV_WNC,2015,1,211.35,213.14,
DV_WNC,2015,2,217.62,214.41,
DV_WNC,2015,3,219.68,216.02,
DV_WNC,2015,4,219.4,219.31,
DV_WNC,2016,1,220.16,221.77,
DV_WNC,2016,2,227.76,224.42,
DV_WNC,2016,3,231.61,227.87,
DV_WNC,2016,4,230.47,230.4,
DV_WNC,2017,1,231.54,233.02,
DV_WNC,2017,2,240.67,237.2,
DV_WNC,2017,3,244.26,240.37,
DV_WNC,2017,4,243.98,243.93,
DV_WNC,2018,1,246.98,248.41,
DV_WNC,2018,2,254.46,250.85,
DV_WNC,2018,3,258.56,254.45,
DV_WNC,2018,4,257.89,257.87,
DV_WNC,2019,1,260.08,261.48,
DV_WSC,1991,1,100,100,Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
DV_WSC,1991,2,100.69,100.34,
DV_WSC,1991,3,101.32,100.7,
DV_WSC,1991,4,101.5,101.05,
DV_WSC,1992,1,102.01,102.01,
DV_WSC,1992,2,102.35,101.99,
DV_WSC,1992,3,103.66,103.02,
DV_WSC,1992,4,104.77,104.33,
DV_WSC,1993,1,104.87,104.88,
DV_WSC,1993,2,106.91,106.5,
DV_WSC,1993,3,108.6,107.93,
DV_WSC,1993,4,109.8,109.36,
DV_WSC,1994,1,111.05,111.09,
DV_WSC,1994,2,112.25,111.75,
DV_WSC,1994,3,113.42,112.7,
DV_WSC,1994,4,114,113.6,
DV_WSC,1995,1,114.48,114.54,
DV_WSC,1995,2,116.18,115.59,
DV_WSC,1995,3,118.02,117.26,
DV_WSC,1995,4,118.81,118.45,
DV_WSC,1996,1,119.17,119.24,
DV_WSC,1996,2,121.05,120.36,
DV_WSC,1996,3,121.65,120.85,
DV_WSC,1996,4,121.78,121.48,
DV_WSC,1997,1,122.39,122.45,
DV_WSC,1997,2,124.06,123.3,
DV_WSC,1997,3,124.97,124.15,
DV_WSC,1997,4,125.47,125.21,
DV_WSC,1998,1,126.39,126.43,
DV_WSC,1998,2,128.74,127.91,
DV_WSC,1998,3,130.49,129.64,
DV_WSC,1998,4,131.63,131.38,
DV_WSC,1999,1,133.13,133.17,
DV_WSC,1999,2,135.74,134.85,
DV_WSC,1999,3,137.37,136.47,
DV_WSC,1999,4,138.53,138.28,
DV_WSC,2000,1,140.5,140.53,
DV_WSC,2000,2,143.56,142.62,
DV_WSC,2000,3,145.4,144.45,
DV_WSC,2000,4,146.45,146.19,
DV_WSC,2001,1,147.96,148,
DV_WSC,2001,2,150.51,149.52,
DV_WSC,2001,3,152.1,151.1,
DV_WSC,2001,4,153.02,152.75,
DV_WSC,2002,1,153.7,153.74,
DV_WSC,2002,2,156.35,155.31,
DV_WSC,2002,3,157.72,156.67,
DV_WSC,2002,4,158.33,158.06,
DV_WSC,2003,1,159.44,159.5,
DV_WSC,2003,2,161.26,160.17,
DV_WSC,2003,3,162.37,161.27,
DV_WSC,2003,4,162.75,162.49,
DV_WSC,2004,1,163.31,163.38,
DV_WSC,2004,2,166.72,165.57,
DV_WSC,2004,3,167.99,166.81,
DV_WSC,2004,4,168.78,168.54,
DV_WSC,2005,1,170.26,170.38,
DV_WSC,2005,2,173.71,172.48,
DV_WSC,2005,3,176.6,175.26,
DV_WSC,2005,4,179.39,179.2,
DV_WSC,2006,1,182.06,182.3,
DV_WSC,2006,2,185.84,184.49,
DV_WSC,2006,3,187.92,186.33,
DV_WSC,2006,4,189.29,189.13,
DV_WSC,2007,1,191.05,191.5,
DV_WSC,2007,2,194.31,192.8,
DV_WSC,2007,3,195.31,193.51,
DV_WSC,2007,4,193.84,193.72,
DV_WSC,2008,1,192.75,193.4,
DV_WSC,2008,2,193.71,192.1,
DV_WSC,2008,3,194.53,192.58,
DV_WSC,2008,4,188.12,188.06,
DV_WSC,2009,1,186.11,186.93,
DV_WSC,2009,2,188.79,187.08,
DV_WSC,2009,3,189.87,187.87,
DV_WSC,2009,4,188.4,188.41,
DV_WSC,2010,1,186.29,187.26,
DV_WSC,2010,2,188.56,186.69,
DV_WSC,2010,3,186.37,184.36,
DV_WSC,2010,4,183.44,183.51,
DV_WSC,2011,1,181.68,182.68,
DV_WSC,2011,2,182.02,180.07,
DV_WSC,2011,3,183.23,181.28,
DV_WSC,2011,4,181.44,181.55,
DV_WSC,2012,1,182.8,183.77,
DV_WSC,2012,2,188.39,186.33,
DV_WSC,2012,3,190.03,188.05,
DV_WSC,2012,4,189.99,190.15,
DV_WSC,2013,1,191.43,192.37,
DV_WSC,2013,2,198.07,195.91,
DV_WSC,2013,3,200.19,198.13,
DV_WSC,2013,4,200.46,200.64,
DV_WSC,2014,1,202.82,203.7,
DV_WSC,2014,2,207.94,205.74,
DV_WSC,2014,3,211.69,209.55,
DV_WSC,2014,4,212.71,212.89,
DV_WSC,2015,1,214.84,215.64,
DV_WSC,2015,2,220.25,218.01,
DV_WSC,2015,3,223.32,221.12,
DV_WSC,2015,4,223.66,223.81,
DV_WSC,2016,1,225.63,226.33,
DV_WSC,2016,2,231.87,229.63,
DV_WSC,2016,3,235.1,232.8,
DV_WSC,2016,4,236.21,236.34,
DV_WSC,2017,1,239.3,239.92,
DV_WSC,2017,2,245.79,243.5,
DV_WSC,2017,3,248.86,246.47,
DV_WSC,2017,4,250.2,250.31,
DV_WSC,2018,1,253.13,253.72,
DV_WSC,2018,2,259.13,256.74,
DV_WSC,2018,3,262.5,260.02,
DV_WSC,2018,4,262.96,263.06,
DV_WSC,2019,1,265.2,265.77,
USA,1991,1,100,100,
USA,1991,2,100.6,100.06,
USA,1991,3,101.08,100.3,
USA,1991,4,101.6,101.11,
USA,1992,1,102.11,102.13,
USA,1992,2,102.66,102.1,
USA,1992,3,103.56,102.76,
USA,1992,4,104.18,103.69,
USA,1993,1,103.62,103.67,
USA,1993,2,105.4,104.79,
USA,1993,3,106.48,105.62,
USA,1993,4,107.1,106.62,
USA,1994,1,107.65,107.73,
USA,1994,2,109.34,108.67,
USA,1994,3,110.52,109.59,
USA,1994,4,110.76,110.3,
USA,1995,1,111.02,111.13,
USA,1995,2,112.81,112.06,
USA,1995,3,114.19,113.22,
USA,1995,4,114.49,114.06,
USA,1996,1,114.83,114.94,
USA,1996,2,116.71,115.89,
USA,1996,3,117.61,116.61,
USA,1996,4,117.76,117.35,
USA,1997,1,118.14,118.25,
USA,1997,2,120.01,119.13,
USA,1997,3,121.15,120.12,
USA,1997,4,121.85,121.45,
USA,1998,1,122.79,122.89,
USA,1998,2,125.34,124.4,
USA,1998,3,127.02,125.94,
USA,1998,4,128.31,127.89,
USA,1999,1,129.66,129.77,
USA,1999,2,132.88,131.89,
USA,1999,3,134.95,133.78,
USA,1999,4,136.32,135.86,
USA,2000,1,138.26,138.4,
USA,2000,2,141.71,140.67,
USA,2000,3,144.1,142.82,
USA,2000,4,145.68,145.16,
USA,2001,1,147.41,147.61,
USA,2001,2,150.78,149.69,
USA,2001,3,153.38,151.96,
USA,2001,4,154.63,154.05,
USA,2002,1,156.12,156.37,
USA,2002,2,160.35,159.21,
USA,2002,3,163.63,162.05,
USA,2002,4,165.68,165.04,
USA,2003,1,167.62,167.94,
USA,2003,2,171.86,170.64,
USA,2003,3,175.73,173.98,
USA,2003,4,178.44,177.75,
USA,2004,1,180.49,180.89,
USA,2004,2,187.05,185.7,
USA,2004,3,192.12,190.13,
USA,2004,4,195.62,194.85,
USA,2005,1,199.74,200.28,
USA,2005,2,206.93,205.41,
USA,2005,3,212.91,210.58,
USA,2005,4,216.16,215.32,
USA,2006,1,218.41,219.17,
USA,2006,2,222.57,220.91,
USA,2006,3,223.94,221.28,
USA,2006,4,223.01,222.12,
USA,2007,1,221.51,222.59,
USA,2007,2,221.36,219.61,
USA,2007,3,218.3,215.51,
USA,2007,4,211.15,210.22,
USA,2008,1,203.6,204.96,
USA,2008,2,200.68,198.97,
USA,2008,3,196.08,193.37,
USA,2008,4,186.58,185.68,
USA,2009,1,179.19,180.73,
USA,2009,2,179.79,178.08,
USA,2009,3,180.6,177.94,
USA,2009,4,179.23,178.31,
USA,2010,1,174.52,176.27,
USA,2010,2,177.61,175.73,
USA,2010,3,173.3,170.66,
USA,2010,4,170.25,169.43,
USA,2011,1,165.11,166.9,
USA,2011,2,167.09,165.13,
USA,2011,3,168.12,165.5,
USA,2011,4,165.8,165.13,
USA,2012,1,164.76,166.54,
USA,2012,2,170.88,168.71,
USA,2012,3,173.4,170.66,
USA,2012,4,174.34,173.79,
USA,2013,1,175.39,177.17,
USA,2013,2,183.33,180.89,
USA,2013,3,187.34,184.39,
USA,2013,4,186.97,186.54,
USA,2014,1,187.26,188.99,
USA,2014,2,193.99,191.35,
USA,2014,3,197.24,194.19,
USA,2014,4,196.92,196.54,
USA,2015,1,197.84,199.44,
USA,2015,2,205.12,202.31,
USA,2015,3,207.44,204.35,
USA,2015,4,207.4,207,
USA,2016,1,208.69,210.13,
USA,2016,2,216.02,213.14,
USA,2016,3,219.58,216.44,
USA,2016,4,220.35,219.88,
USA,2017,1,222.03,223.31,
USA,2017,2,229.82,226.84,
USA,2017,3,233.98,230.73,
USA,2017,4,235.68,235.11,
USA,2018,1,238.46,239.66,
USA,2018,2,246.04,242.94,
USA,2018,3,250.19,246.78,
USA,2018,4,250.95,250.27,
USA,2019,1,252.36,253.52,