01.Jan.1990W !W, MBAM@haverw , MBAMP@haverw , MBAMR@HAVERW ,MBA30C@HAVERW
23.Dec.2011W,661.4,181.4,3535.0,4.10
30.Dec.2011W,634.5,163.9,3448.3,4.07
06.Jan.2012W,663.1,177.1,3560.6,4.11
13.Jan.2012W,816.1,195.4,4500.6,4.06
20.Jan.2012W,775.6,184.8,4265.3,4.11
27.Jan.2012W,753.3,181.7,4113.8,4.09
03.Feb.2012W,810.0,181.9,4500.7,4.05
10.Feb.2012W,801.8,166.6,4538.0,4.08
17.Feb.2012W,766.1,161.8,4322.0,4.09
24.Feb.2012W,763.6,175.1,4225.4,4.07
02.Mar.2012W,754.4,178.7,4141.7,4.06
09.Mar.2012W,736.5,186.5,3971.1,4.06
16.Mar.2012W,681.9,184.6,3603.5,4.19
23.Mar.2012W,663.7,190.6,3438.6,4.23
30.Mar.2012W,695.7,204.4,3576.8,4.16
06.Apr.2012W,678.8,203.3,3467.3,4.10
13.Apr.2012W,725.4,180.5,3936.3,4.05
20.Apr.2012W,697.7,185.4,3715.2,4.04
27.Apr.2012W,698.2,190.7,3687.7,4.05
04.May.2012W,710.4,197.1,3734.8,4.01
11.May.2012W,775.6,192.4,4219.1,3.96
18.May.2012W,804.9,186.7,4456.4,3.93
25.May.2012W,794.7,185.6,4388.8,3.91
01.Jun.2012W,804.8,182.2,4476.2,3.87
08.Jun.2012W,949.4,205.6,5334.3,3.88
15.Jun.2012W,941.5,188.1,5385.8,3.87
22.Jun.2012W,875.1,185.4,4938.3,3.88
29.Jun.2012W,816.7,186.5,4524.1,3.86
06.Jul.2012W,799.9,192.6,4369.3,3.79
13.Jul.2012W,935.4,192.4,5314.4,3.74
20.Jul.2012W,943.6,186.2,5411.6,3.74
27.Jul.2012W,945.7,182.0,5452.8,3.75
03.Aug.2012W,928.8,179.5,5349.6,3.76
10.Aug.2012W,886.8,175.9,5077.3,3.76
17.Aug.2012W,821.3,177.4,4609.9,3.86
24.Aug.2012W,786.1,179.9,4346.2,3.80
31.Aug.2012W,767.6,178.6,4224.8,3.78
07.Sep.2012W,853.1,193.0,4729.5,3.75
14.Sep.2012W,851.6,185.7,4765.3,3.72
21.Sep.2012W,875.1,187.0,4921.4,3.63
28.Sep.2012W,1020.4,194.2,5888.0,3.53
05.Oct.2012W,1006.2,199.2,5757.3,3.56
12.Oct.2012W,964.0,200.9,5452.9,3.57
19.Oct.2012W,848.3,184.2,4752.1,3.63
26.Oct.2012W,808.0,185.2,4465.8,3.65
02.Nov.2012W,768.0,176.4,4244.3,3.61
09.Nov.2012W,864.9,195.8,4801.3,3.52
16.Nov.2012W,846.1,201.0,4645.8,3.54
23.Nov.2012W,838.9,206.3,4575.5,3.53
30.Nov.2012W,877.0,206.5,4856.7,3.52
07.Dec.2012W,931.2,208.0,5242.9,3.47
14.Dec.2012W,817.0,198.0,4519.1,3.50
21.Dec.2012W,725.5,189.4,3937.4,3.51
28.Dec.2012W,650.3,169.5,3528.3,3.52
04.Jan.2013W,726.4,185.7,3956.6,3.61
11.Jan.2013W,836.5,209.6,4563.7,3.61
18.Jan.2013W,894.8,214.9,4916.7,3.62
25.Jan.2013W,822.1,211.1,4415.2,3.67
01.Feb.2013W,849.8,215.8,4567.6,3.73
08.Feb.2013W,795.8,195.4,4315.8,3.75
15.Feb.2013W,782.4,192.1,4244.6,3.78
22.Feb.2013W,753.0,182.2,4105.8,3.77
01.Mar.2013W,864.1,209.6,4712.4,3.70
08.Mar.2013W,823.7,204.3,4466.8,3.81
15.Mar.2013W,765.1,196.4,4108.8,3.82
22.Mar.2013W,823.7,209.5,4436.6,3.79
29.Mar.2013W,790.7,212.4,4189.0,3.76
05.Apr.2013W,826.1,209.7,4453.9,3.68
12.Apr.2013W,866.1,217.8,4685.1,3.67
19.Apr.2013W,868.1,218.5,4698.0,3.65
26.Apr.2013W,883.8,215.5,4829.4,3.60
03.May.2013W,945.5,220.6,5229.7,3.59
10.May.2013W,876.6,211.6,4805.8,3.67
17.May.2013W,791.0,205.3,4245.5,3.78
24.May.2013W,721.4,210.6,3723.3,3.90
31.May.2013W,638.7,207.3,3163.5,4.07
07.Jun.2013W,670.7,217.0,3322.3,4.15
14.Jun.2013W,648.9,210.4,3208.5,4.17
21.Jun.2013W,629.2,214.8,3041.4,4.46
28.Jun.2013W,555.5,208.2,2568.3,4.58
05.Jul.2013W,533.3,201.7,2454.6,4.68
12.Jul.2013W,519.4,202.7,2351.7,4.68
19.Jul.2013W,513.3,198.5,2336.2,4.58
26.Jul.2013W,494.4,191.7,2247.6,4.58
02.Aug.2013W,495.4,193.1,2244.7,4.61
09.Aug.2013W,471.9,182.7,2145.3,4.56
16.Aug.2013W,450.4,184.9,1979.6,4.68
23.Aug.2013W,439.2,189.4,1871.8,4.80
30.Aug.2013W,445.0,188.6,1916.3,4.73
06.Sep.2013W,385.0,183.6,1528.5,4.80
13.Sep.2013W,428.2,188.1,1801.7,4.75
20.Sep.2013W,451.9,200.6,1889.2,4.62
27.Sep.2013W,450.2,189.4,1947.4,4.49
04.Oct.2013W,455.9,188.1,1995.4,4.42
11.Oct.2013W,457.1,179.0,2060.8,4.46
18.Oct.2013W,454.5,180.3,2034.4,4.39
25.Oct.2013W,483.7,184.5,2211.3,4.33
01.Nov.2013W,470.0,183.2,2125.1,4.32
08.Nov.2013W,461.7,182.2,2076.0,4.44
15.Nov.2013W,451.1,192.8,1941.3,4.46
22.Nov.2013W,449.6,192.4,1942.6,4.48
29.Nov.2013W,392.1,184.5,1602.1,4.51
06.Dec.2013W,396.2,186.1,1635.4,4.61
13.Dec.2013W,374.6,174.7,1565.4,4.62
20.Dec.2013W,351.1,168.6,1444.3,4.64
27.Dec.2013W,336.4,172.7,1315.1,4.72
03.Jan.2014W,345.1,171.9,1375.6,4.72
10.Jan.2014W,386.1,191.7,1530.3,4.66
17.Jan.2014W,404.1,184.8,1682.1,4.57
24.Jan.2014W,403.4,187.6,1645.2,4.52
31.Jan.2014W,405.2,180.5,1693.2,4.47
07.Feb.2014W,397.2,171.5,1690.0,4.45
14.Feb.2014W,380.9,160.7,1644.5,4.50
21.Feb.2014W,348.5,155.0,1457.2,4.53
28.Feb.2014W,381.4,169.6,1597.6,4.47
07.Mar.2014W,373.3,168.8,1547.9,4.52
14.Mar.2014W,374.2,169.2,1552.2,4.50
21.Mar.2014W,361.2,174.0,1432.2,4.56
28.Mar.2014W,356.7,175.6,1391.3,4.56
04.Apr.2014W,351.0,180.3,1322.9,4.56
11.Apr.2014W,366.1,182.7,1414.4,4.47
18.Apr.2014W,354.0,178.0,1361.4,4.49
25.Apr.2014W,333.2,170.1,1267.0,4.49
02.May.2014W,350.9,185.2,1297.6,4.43
09.May.2014W,363.4,185.1,1386.4,4.39
16.May.2014W,366.5,180.0,1438.9,4.33
23.May.2014W,362.2,178.1,1418.6,4.31
30.May.2014W,350.8,171.6,1377.4,4.26
06.Jun.2014W,387.1,187.5,1528.9,4.34
13.Jun.2014W,351.6,178.6,1334.0,4.36
20.Jun.2014W,348.1,176.4,1322.6,4.33
27.Jun.2014W,347.3,175.2,1323.9,4.28
04.Jul.2014W,353.9,181.7,1328.9,4.32
11.Jul.2014W,341.1,167.8,1327.4,4.33
18.Jul.2014W,349.4,168.3,1382.3,4.33
25.Jul.2014W,341.7,168.7,1326.4,4.33
01.Aug.2014W,347.0,166.5,1377.0,4.35
08.Aug.2014W,337.7,164.8,1322.2,4.35
15.Aug.2014W,342.4,164.1,1358.0,4.29
22.Aug.2014W,352.0,168.4,1396.2,4.28
29.Aug.2014W,352.7,165.8,1415.8,4.25
05.Sep.2014W,327.2,161.5,1265.0,4.27
12.Sep.2014W,352.9,169.3,1395.5,4.36
19.Sep.2014W,338.4,168.8,1297.5,4.39
26.Sep.2014W,337.8,168.8,1293.7,4.33
03.Oct.2014W,350.7,172.9,1358.0,4.30
10.Oct.2014W,370.4,171.7,1502.4,4.20
17.Oct.2014W,413.2,163.4,1852.3,4.10
24.Oct.2014W,386.1,155.2,1715.3,4.13
31.Oct.2014W,376.1,159.2,1621.2,4.17
07.Nov.2014W,372.9,160.9,1590.3,4.19
14.Nov.2014W,391.3,179.8,1604.6,4.18
21.Nov.2014W,374.5,171.2,1549.0,4.15
28.Nov.2014W,347.0,175.5,1341.1,4.08
05.Dec.2014W,372.3,177.7,1518.7,4.11
12.Dec.2014W,360.0,165.5,1518.9,4.06
19.Dec.2014W,363.1,167.7,1535.2,4.02
26.Dec.2014W,296.9,152.4,1162.9,4.04
02.Jan.2015W,329.9,159.2,1349.3,4.01
09.Jan.2015W,483.8,192.9,2211.4,3.89
16.Jan.2015W,561.9,191.7,2746.1,3.80
23.Jan.2015W,544.2,191.6,2605.4,3.83
30.Jan.2015W,551.2,187.2,2669.9,3.79
06.Feb.2015W,501.8,175.1,2395.8,3.84
13.Feb.2015W,435.6,162.7,2012.8,3.93
20.Feb.2015W,420.3,170.2,1861.8,3.99
27.Feb.2015W,420.7,169.8,1870.3,3.96
06.Mar.2015W,415.4,173.0,1815.3,4.01
13.Mar.2015W,399.3,170.4,1720.3,3.99
20.Mar.2015W,437.1,178.7,1932.5,3.90
27.Mar.2015W,457.0,188.9,2008.7,3.89
03.Apr.2015W,458.9,201.8,1942.2,3.86
10.Apr.2015W,448.2,195.6,1908.1,3.87
17.Apr.2015W,458.4,205.4,1920.1,3.83
24.Apr.2015W,447.9,205.4,1850.0,3.85
01.May.2015W,427.3,207.1,1697.2,3.93
08.May.2015W,412.5,206.7,1596.5,4.00
15.May.2015W,406.5,199.1,1600.6,4.04
22.May.2015W,399.9,201.5,1537.8,4.07
29.May.2015W,369.5,195.4,1360.3,4.02
05.Jun.2015W,400.5,214.3,1455.2,4.17
12.Jun.2015W,378.5,205.4,1354.9,4.22
19.Jun.2015W,384.5,207.8,1379.9,4.19
26.Jun.2015W,366.5,199.2,1307.7,4.26
03.Jul.2015W,383.5,212.4,1342.9,4.23
10.Jul.2015W,376.1,196.4,1392.4,4.23
17.Jul.2015W,376.6,198.3,1384.8,4.23
24.Jul.2015W,379.5,198.1,1406.3,4.17
31.Jul.2015W,397.2,204.6,1488.8,4.13
07.Aug.2015W,397.5,197.4,1534.8,4.13
14.Aug.2015W,411.7,195.3,1646.0,4.11
21.Aug.2015W,412.7,198.7,1629.3,4.08
28.Aug.2015W,459.5,206.9,1902.4,4.08
04.Sep.2015W,430.8,205.0,1713.4,4.10
11.Sep.2015W,400.5,196.3,1557.7,4.09
18.Sep.2015W,456.1,214.2,1833.0,4.09
25.Sep.2015W,425.5,202.1,1695.9,4.08
02.Oct.2015W,534.2,257.4,2106.2,3.99
09.Oct.2015W,387.0,169.6,1631.4,3.99
16.Oct.2015W,432.7,197.4,1774.7,3.95
23.Oct.2015W,417.4,191.2,1707.9,3.98
30.Oct.2015W,414.2,190.0,1692.9,4.01
06.Nov.2015W,408.7,190.1,1656.2,4.12
13.Nov.2015W,433.9,212.8,1694.8,4.18
20.Nov.2015W,419.9,211.7,1612.9,4.14
27.Nov.2015W,418.9,228.1,1516.9,4.12
04.Dec.2015W,424.1,228.2,1570.1,4.14
11.Dec.2015W,419.4,221.7,1592.7,4.14
18.Dec.2015W,450.0,230.8,1764.0,4.16
25.Dec.2015W,371.6,220.8,1272.9,4.19
01.Jan.2016W,328.6,196.2,1114.8,4.20
08.Jan.2016W,398.5,231.1,1380.4,4.12
15.Jan.2016W,434.5,227.3,1638.1,4.06
22.Jan.2016W,472.8,237.8,1822.5,4.02
29.Jan.2016W,460.6,221.1,1827.6,3.97
05.Feb.2016W,503.6,221.6,2117.2,3.91
12.Feb.2016W,544.9,213.3,2456.7,3.83
19.Feb.2016W,521.5,217.9,2267.4,3.85
26.Feb.2016W,496.5,216.7,2104.5,3.83
04.Mar.2016W,497.3,225.7,2055.9,3.89
11.Mar.2016W,481.0,226.3,1940.3,3.94
18.Mar.2016W,465.2,224.0,1845.4,3.93
25.Mar.2016W,460.5,228.6,1784.7,3.94
01.Apr.2016W,472.8,223.1,1906.0,3.86
08.Apr.2016W,520.2,241.9,2122.0,3.82
15.Apr.2016W,526.8,240.8,2177.4,3.83
22.Apr.2016W,505.4,235.0,2067.7,3.85
29.Apr.2016W,488.4,234.7,1953.1,3.87
06.May.2016W,490.5,235.6,1963.1,3.82
13.May.2016W,485.5,224.1,1998.4,3.82
20.May.2016W,496.5,234.9,2005.6,3.85
27.May.2016W,476.1,223.8,1928.2,3.85
03.Jun.2016W,520.4,249.9,2070.8,3.83
10.Jun.2016W,507.7,237.6,2055.4,3.79
17.Jun.2016W,522.2,231.9,2189.4,3.76
24.Jun.2016W,508.4,224.9,2136.4,3.75
01.Jul.2016W,580.8,234.6,2579.9,3.66
08.Jul.2016W,622.4,234.7,2869.8,3.60
15.Jul.2016W,614.3,229.9,2843.7,3.65
22.Jul.2016W,545.8,222.2,2415.5,3.69
29.Jul.2016W,526.8,216.9,2315.2,3.67
05.Aug.2016W,564.0,222.6,2538.3,3.65
12.Aug.2016W,541.5,214.0,2432.8,3.64
19.Aug.2016W,530.1,213.4,2355.2,3.67
26.Aug.2016W,545.2,216.1,2441.7,3.67
02.Sep.2016W,549.9,218.6,2457.8,3.68
09.Sep.2016W,572.9,237.3,2500.5,3.67
16.Sep.2016W,530.8,221.1,2309.6,3.70
23.Sep.2016W,527.1,222.8,2273.2,3.66
30.Sep.2016W,542.2,222.5,2380.1,3.62
07.Oct.2016W,509.6,216.7,2189.8,3.68
14.Oct.2016W,512.9,223.1,2172.5,3.73
21.Oct.2016W,492.0,207.8,2122.5,3.71
28.Oct.2016W,486.2,207.0,2088.0,3.75
04.Nov.2016W,480.5,210.0,2031.9,3.77
11.Nov.2016W,436.3,197.0,1810.1,3.95
18.Nov.2016W,460.3,234.1,1754.2,4.16
25.Nov.2016W,417.2,233.6,1469.9,4.23
02.Dec.2016W,414.1,234.5,1459.3,4.27
09.Dec.2016W,397.5,226.7,1407.0,4.28
16.Dec.2016W,407.3,232.9,1449.4,4.41
23.Dec.2016W,358.0,231.3,1113.2,4.45
30.Dec.2016W,358.5,228.0,1132.0,4.39
06.Jan.2017W,379.2,241.9,1182.3,4.32
13.Jan.2017W,382.2,229.4,1263.2,4.27
20.Jan.2017W,397.4,243.2,1265.6,4.35
27.Jan.2017W,384.7,229.6,1248.4,4.39
03.Feb.2017W,393.6,233.7,1276.4,4.35
10.Feb.2017W,379.0,223.1,1239.6,4.32
17.Feb.2017W,371.5,216.9,1227.6,4.36
24.Feb.2017W,392.9,231.0,1290.8,4.30
03.Mar.2017W,405.7,235.0,1357.6,4.36
10.Mar.2017W,418.1,240.3,1413.3,4.46
17.Mar.2017W,406.8,235.3,1366.1,4.46
24.Mar.2017W,403.6,238.1,1327.1,4.33
31.Mar.2017W,397.1,239.8,1271.9,4.34
07.Apr.2017W,402.9,246.7,1272.3,4.28
14.Apr.2017W,395.6,238.3,1274.5,4.22
21.Apr.2017W,406.2,236.0,1365.8,4.20
28.Apr.2017W,405.8,246.0,1302.0,4.23
05.May.2017W,415.7,250.3,1345.5,4.23
12.May.2017W,398.8,243.6,1269.1,4.23
19.May.2017W,416.2,241.6,1402.0,4.17
26.May.2017W,402.2,238.1,1323.1,4.17
02.Jun.2017W,430.6,261.9,1368.7,4.14
09.Jun.2017W,442.6,254.6,1494.8,4.13
16.Jun.2017W,445.2,252.1,1526.8,4.13
23.Jun.2017W,417.4,241.7,1396.2,4.13
30.Jun.2017W,423.3,249.1,1391.0,4.20
07.Jul.2017W,391.9,242.8,1210.5,4.22
14.Jul.2017W,416.7,245.5,1367.8,4.22
21.Jul.2017W,418.5,240.1,1414.3,4.17
28.Jul.2017W,406.6,235.4,1361.0,4.17
04.Aug.2017W,418.7,237.3,1433.2,4.14
11.Aug.2017W,419.1,233.8,1455.9,4.12
18.Aug.2017W,416.8,230.4,1459.9,4.12
25.Aug.2017W,407.2,224.1,1430.3,4.11
01.Sep.2017W,420.5,227.3,1502.6,4.06
08.Sep.2017W,462.1,252.0,1636.8,4.03
15.Sep.2017W,417.5,224.7,1497.8,4.04
22.Sep.2017W,415.6,231.0,1445.6,4.11
29.Sep.2017W,414.0,233.4,1419.2,4.12
06.Oct.2017W,405.2,233.2,1359.2,4.16
13.Oct.2017W,419.7,242.9,1399.6,4.14
20.Oct.2017W,400.3,228.0,1357.6,4.18
27.Oct.2017W,389.8,226.1,1297.0,4.22
03.Nov.2017W,389.7,227.2,1290.8,4.18
10.Nov.2017W,401.7,228.2,1371.6,4.18
17.Nov.2017W,402.3,240.4,1306.1,4.20
24.Nov.2017W,390.0,244.7,1205.1,4.20
01.Dec.2017W,408.3,250.6,1313.9,4.19
08.Dec.2017W,398.8,247.9,1281.0,4.20
15.Dec.2017W,379.2,234.3,1240.5,4.16
22.Dec.2017W,366.1,237.2,1135.7,4.25
29.Dec.2017W,360.4,231.1,1130.4,4.22
05.Jan.2018W,390.2,242.7,1259.2,4.23
12.Jan.2018W,406.3,249.2,1314.0,4.33
19.Jan.2018W,424.4,264.4,1325.8,4.36
26.Jan.2018W,413.4,255.5,1288.0,4.41
02.Feb.2018W,416.3,255.4,1299.3,4.50
09.Feb.2018W,399.4,240.4,1274.0,4.57
16.Feb.2018W,372.9,225.5,1183.1,4.64
23.Feb.2018W,382.9,239.4,1168.5,4.64
02.Mar.2018W,384.1,238.3,1185.7,4.65
09.Mar.2018W,387.4,246.5,1159.3,4.69
16.Mar.2018W,383.0,249.9,1107.7,4.68
23.Mar.2018W,401.3,257.6,1188.5,4.69
30.Mar.2018W,388.1,252.3,1130.1,4.69
06.Apr.2018W,380.6,247.3,1110.8,4.66
13.Apr.2018W,399.4,262.4,1149.5,4.66
20.Apr.2018W,398.5,262.4,1145.5,4.73
27.Apr.2018W,388.6,258.1,1104.9,4.80
04.May.2018W,387.1,257.7,1098.4,4.78
11.May.2018W,376.5,252.4,1057.1,4.77
18.May.2018W,366.7,247.4,1018.1,4.86
25.May.2018W,356.1,242.7,970.7,4.84
01.Jun.2018W,370.8,252.8,1007.3,4.75
08.Jun.2018W,365.3,249.0,992.2,4.83
15.Jun.2018W,384.1,259.6,1052.3,4.83
22.Jun.2018W,365.3,244.3,1015.9,4.84
29.Jun.2018W,363.6,245.5,996.0,4.79
06.Jul.2018W,372.6,261.5,958.5,4.76
13.Jul.2018W,363.3,247.9,979.6,4.77
20.Jul.2018W,362.4,245.5,988.6,4.77
27.Jul.2018W,353.1,237.9,971.3,4.84
03.Aug.2018W,342.5,233.1,927.6,4.84
10.Aug.2018W,335.8,225.5,927.5,4.81
17.Aug.2018W,349.9,232.1,982.7,4.81
24.Aug.2018W,344.0,230.1,952.9,4.78
31.Aug.2018W,343.5,231.4,940.0,4.80
07.Sep.2018W,337.4,233.5,884.3,4.84
14.Sep.2018W,342.7,234.2,917.1,4.88
21.Sep.2018W,352.5,240.4,946.8,4.97
28.Sep.2018W,352.6,240.7,945.9,4.96
05.Oct.2018W,346.7,238.0,921.2,5.05
12.Oct.2018W,322.1,224.0,838.1,5.10
19.Oct.2018W,337.8,228.4,919.6,5.11
26.Oct.2018W,329.5,224.9,884.2,5.11
02.Nov.2018W,327.2,226.1,861.8,5.15
09.Nov.2018W,316.7,220.8,824.7,5.17
16.Nov.2018W,316.4,227.7,783.7,5.16
23.Nov.2018W,333.7,247.8,787.7,5.12
30.Nov.2018W,340.5,249.9,836.4,5.08
07.Dec.2018W,346.0,256.1,851.6,4.96
14.Dec.2018W,325.9,238.6,832.2,4.94
21.Dec.2018W,321.2,236.9,816.0,4.86
28.Dec.2018W,293.8,219.0,729.9,4.84
04.Jan.2019W,362.7,255.2,987.9,4.74
11.Jan.2019W,411.8,278.5,1172.4,4.74
18.Jan.2019W,400.6,272.5,1110.5,4.75
25.Jan.2019W,388.7,266.2,1049.9,4.76
01.Feb.2019W,378.9,253.1,1053.4,4.69
08.Feb.2019W,352.6,228.9,1019.2,4.65
15.Feb.2019W,365.3,232.7,1084.4,4.66
22.Feb.2019W,384.8,247.0,1133.8,4.65
01.Mar.2019W,375.3,240.5,1110.9,4.67
08.Mar.2019W,384.0,250.8,1108.3,4.64
15.Mar.2019W,390.0,251.5,1146.8,4.55
22.Mar.2019W,424.6,267.5,1289.5,4.45
29.Mar.2019W,503.6,276.6,1786.0,4.36
05.Apr.2019W,475.6,278.1,1582.6,4.40
12.Apr.2019W,459.0,280.7,1453.0,4.44
19.Apr.2019W,425.6,269.3,1293.0,4.46
26.Apr.2019W,407.2,259.4,1228.3,4.42